Word,Season #,Episode #,Ep name,Speaker,Sentence,Sort order,Episode ID,Count words,Locked
Yeah,2,1,Impossible Birds,IH,"Yeah, they got cake.",31242,s2e1,4,FALSE
Well,2,1,Impossible Birds,ET,"Well, they're, they're welcome to have some rhino horn. Just ground up a fresh batch. Oh, fսck! You want some?",31246,s2e1,20,FALSE
No,2,1,Impossible Birds,IH,"No, not right now, no.",31266,s2e1,5,FALSE
Well,2,1,Impossible Birds,ET,"Well, then get back to work, ya fսckin' lightweight! Can't do the job, someone else will.",31271,s2e1,16,FALSE
Right,2,1,Impossible Birds,IH,Right! Get it all up on deck!,31287,s2e1,7,FALSE
So,2,1,Impossible Birds,FR,"So, we gonna divvy this all up and take our cut then?",31294,s2e1,12,FALSE
No,2,1,Impossible Birds,IH,"No, we're gonna throw it overboard. We've taken on too much plunder. We need to dump some to catch up to our next target.",31306,s2e1,24,FALSE
You,2,1,Impossible Birds,JI,You want us to throw this treasure away so we can steal more treasure?,31330,s2e1,14,FALSE
Yeah,2,1,Impossible Birds,FR,"Yeah, that definitely makes no sense, man.",31344,s2e1,7,FALSE
It,2,1,Impossible Birds,IH,It is not your place to tell me what does or does not make sense. It is your job to f... to follow my fսcking orders!,31351,s2e1,25,FALSE
How,2,1,Impossible Birds,FA,"How you doing, Izzy? Eh?",31376,s2e1,5,FALSE
I'm,2,1,Impossible Birds,IH,I'm fine. Unhand me. Unhand me.,31381,s2e1,6,FALSE
You,2,1,Impossible Birds,FA,Y-You really don't seem fine.,31387,s2e1,5,FALSE
Yeah,2,1,Impossible Birds,JI,"Y-Yeah, we think you're in an unhealthy relationship with Blackbeard.",31392,s2e1,10,FALSE
Oh,2,1,Impossible Birds,AR,"Oh yeah. Yeah, that guy does a lot of rhino horn.",31402,s2e1,11,FALSE
Yeah,2,1,Impossible Birds,FR,"Yeah, and he's cut off at least two more of your toes, hasn't he? It all seems fairly toxic to me, mate.",31413,s2e1,22,FALSE
Hey,2,1,Impossible Birds,FA,"Hey, hey, hey, hey, hey, Izz. Hey, Izz. Shh, it's alright. Hey, hey, hey, hey. Shh. It's alright. It's alright. Am, am I crushing you? There we are. Shh. It's alright. Alright, there.",31435,s2e1,33,FALSE
Hey,2,1,Impossible Birds,SB,"Hey, um, guys. I don't want to alarm anyone, but have you seen the jar?",31468,s2e1,15,FALSE
Our,2,1,Impossible Birds,RO,Our savings jar?,31483,s2e1,3,FALSE
Yeah,2,1,Impossible Birds,SB,Yeah.,31486,s2e1,1,FALSE
No,2,1,Impossible Birds,BP,No.,31487,s2e1,1,FALSE
This,2,1,Impossible Birds,SJ,This jar right here? I see y'all been holdin' out on me.,31488,s2e1,12,FALSE
Jackie,2,1,Impossible Birds,SB,"Jackie, that is our money. We earned it.",31500,s2e1,8,FALSE
You,2,1,Impossible Birds,SJ,"You know, I had y'all on the broke mοthеrfսckеr plan. I think I'm gonna upgrade you to the triflin' ingrate plan.",31508,s2e1,21,FALSE
There's,2,1,Impossible Birds,SW,There's a lot of fees.,31529,s2e1,5,FALSE
A,2,1,Impossible Birds,SJ,A whole lot of fees. Room and board.,31534,s2e1,8,FALSE
Oh,2,1,Impossible Birds,SB,Oh.,31542,s2e1,1,FALSE
And,2,1,Impossible Birds,SJ,And I do believe they have the Vista Suite.,31543,s2e1,9,FALSE
Vista,2,1,Impossible Birds,SB,Vista Suite?,31552,s2e1,2,FALSE
The,2,1,Impossible Birds,SJ,The room with the window.,31554,s2e1,5,FALSE
Oh,2,1,Impossible Birds,SB,Oh.,31559,s2e1,1,FALSE
Semi-clean,2,1,Impossible Birds,SJ,Semi-clean water.,31560,s2e1,2,FALSE
Come,2,1,Impossible Birds,SB,Come on.,31562,s2e1,2,FALSE
Can,2,1,Impossible Birds,SJ,"Can you think of anything else, boo cakes?",31564,s2e1,8,FALSE
Ongoing,2,1,Impossible Birds,SW,Ongoing job training and education?,31572,s2e1,5,FALSE
Absolutely,2,1,Impossible Birds,SJ,Absolutely.,31577,s2e1,1,FALSE
Come,2,1,Impossible Birds,RO,Come on!,31578,s2e1,2,FALSE
Swede,2,1,Impossible Birds,SB,Swede!,31580,s2e1,1,FALSE
Look,2,1,Impossible Birds,SJ,Look like you owe me.,31581,s2e1,5,FALSE
Oh,2,1,Impossible Birds,SB,"Oh, yeah? Well, what if we... took that back?",31586,s2e1,9,FALSE
I,2,1,Impossible Birds,SJ,I think my husbands would have a problem with that. Have ya met all 20 of 'em?,31595,s2e1,16,FALSE
That's,2,1,Impossible Birds,BP,That's a lotta husbands.,31611,s2e1,4,FALSE
I,2,1,Impossible Birds,SW,I know that guy. We had breakfast together.,31615,s2e1,8,FALSE
You,2,1,Impossible Birds,SJ,You will be havin' a lot of breakfasts-es together.,31623,s2e1,9,FALSE
Oh,2,1,Impossible Birds,SW,"Oh, okay.",31632,s2e1,2,FALSE
You,2,1,Impossible Birds,SB,"You know, a change of scenery could be good. We were stagnating there anyway.",31634,s2e1,14,FALSE
So,2,1,Impossible Birds,WJ,"So, you're suggesting that we live under a bridge?",31648,s2e1,9,FALSE
How,2,1,Impossible Birds,RO,How am I supposed to cook here?,31657,s2e1,7,FALSE
At,2,1,Impossible Birds,OL,At least we got a roof. Lots of air.,31664,s2e1,9,FALSE
Ah,2,1,Impossible Birds,RO,Ah!,31673,s2e1,1,FALSE
Oh,2,1,Impossible Birds,WJ,"Oh, shit.",31674,s2e1,2,FALSE
Oh,2,1,Impossible Birds,BP,"Oh, look. Running water.",31676,s2e1,4,FALSE
Dear,2,1,Impossible Birds,SB,"Dear Ed, things are terrible. I think I'm afraid to see you. I'm not afraid you're gonna kill me. I'm afraid that your, your life is better without me. Could be. Could be, mate.",31680,s2e1,34,FALSE
I,2,1,Impossible Birds,RI,I know who you are.,31714,s2e1,5,FALSE
Jesus,2,1,Impossible Birds,SB,Jesus! Can't you give a man some privacy?,31719,s2e1,8,FALSE
Please,2,1,Impossible Birds,RI,"Please forgive me, but... I-I know everything about you. All of your adventures. I'm sorry if that's a little bit creepy.",31727,s2e1,21,FALSE
You,2,1,Impossible Birds,SB,"You are creepy. And whatever you're selling, I don't wanna buy it.",31748,s2e1,12,FALSE
But,2,1,Impossible Birds,RI,"But the Gentleman Pirate, he saved my life! Quite frankly... you're my hero.",31760,s2e1,13,FALSE
See,2,1,Impossible Birds,RI,"See, I, too, am a child of wealth. I'm actually a minor prince.",31773,s2e1,13,FALSE
And,2,1,Impossible Birds,RI,"And I was entertaining ending it all when I heard about you. You gave an odd bird like me hope, Bonnet. And I could have a life of my own... invention.",31786,s2e1,31,FALSE
Okay,2,1,Impossible Birds,SB,"Okay, come on. Get out of the rain. Look, the Republic of Pirates isn't a game. You'd do well to steer clear of this place before ya get hurt.",31817,s2e1,29,FALSE
Hm,2,1,Impossible Birds,RI,Hm.,31846,s2e1,1,FALSE
Especially,2,1,Impossible Birds,SB,Especially Spanish Jackie's.,31847,s2e1,3,FALSE
Oh,2,1,Impossible Birds,RI,"Oh! No, I've been barred from there. Yeah, I was too nosy. Hm. - I made a little remark about her Roman puzzle chest.",31850,s2e1,23,FALSE
What,2,1,Impossible Birds,SB,What? A Roman puzzle chest?,31873,s2e1,5,FALSE
Yes,2,1,Impossible Birds,RI,"Yes. She had it brought through the bar. And these rubes, they don't know what one is, but men of our standing, we know a valuable when we see one.",31878,s2e1,30,FALSE
Roman,2,1,Impossible Birds,SB,Roman puzzle chest.,31908,s2e1,3,FALSE
Okay,2,1,Impossible Birds,SW,"Okay. Jackie keeps the trunk at the foot of her bed. I don't even know what's inside, but... she says it's of great value.",31911,s2e1,24,FALSE
How,2,1,Impossible Birds,BP,"How do we know we can trust you? You're husband number 20, after all.",31935,s2e1,14,FALSE
Come,2,1,Impossible Birds,RO,"Come on, man. He's The Swede.",31949,s2e1,6,FALSE
Oh,2,1,Impossible Birds,OL,"Oh, come on.",31955,s2e1,3,FALSE
Black,2,1,Impossible Birds,SB,"Black Pete, come on.",31958,s2e1,4,FALSE
My,2,1,Impossible Birds,SW,My time with Jackie has been the happiest of my life. Her love has helped me locate parts of myself I didn't even know existed and reclaim others that I had long missed.,31962,s2e1,33,FALSE
Oh,2,1,Impossible Birds,RO,Oh.,31995,s2e1,1,FALSE
But,2,1,Impossible Birds,SW,But... I owe you a life debt and I am bound to honor it.,31996,s2e1,14,FALSE
That's,2,1,Impossible Birds,RO,That's a friend.,32010,s2e1,3,FALSE
Life,2,1,Impossible Birds,WJ,Life debt.,32013,s2e1,2,FALSE
Mm-hmm,2,1,Impossible Birds,OL,Mm-hmm.,32015,s2e1,1,FALSE
Hear,2,1,Impossible Birds,SB,"Hear, hear.",32016,s2e1,2,FALSE
Yep,2,1,Impossible Birds,RO,"Yep, yep.",32018,s2e1,2,FALSE
TRUE,2,1,Impossible Birds,OL,True.,32020,s2e1,1,FALSE
You're,2,1,Impossible Birds,SB,"You're a good man, Swede. Thanks for this. Would tonight work?",32021,s2e1,11,FALSE
Yes,2,1,Impossible Birds,SW,"Yes, indeed. Tonight is... my turn to perform the husbandly duties. So...",32032,s2e1,12,FALSE
Okay,2,1,Impossible Birds,SB,Okay.,32044,s2e1,1,FALSE
The,2,1,Impossible Birds,IH,The crew are refusing to part with any treasure.,32045,s2e1,9,FALSE
Why,2,1,Impossible Birds,ET,Why?,32054,s2e1,1,FALSE
Because,2,1,Impossible Birds,IH,Because it's fսckin' treasure.,32055,s2e1,4,FALSE
Not,2,1,Impossible Birds,ET,Not good enough. And that's another toe. Take your boot off.,32059,s2e1,11,FALSE
Who,2,1,Impossible Birds,IH,Who am I to you?,32070,s2e1,5,FALSE
What,2,1,Impossible Birds,ET,What?,32075,s2e1,1,FALSE
we've,2,1,Impossible Birds,IH,"We've worked together for years. You know me better than anyone has ever known me, and I daresay the same is true for me about you. I have... love for you, Edward.",32076,s2e1,32,FALSE
Oh,2,1,Impossible Birds,ET,"Oh, come on.",32108,s2e1,3,FALSE
I'm,2,1,Impossible Birds,IH,I'm worried about you. We all are. The atmosphere on this ship is completely poisoned. But if we could all just maybe... talk it through.,32111,s2e1,25,FALSE
As,2,1,Impossible Birds,ET,As a crew?,32136,s2e1,3,FALSE
Hang,2,1,Impossible Birds,IH,Hang on. Ed! C-Captain! At no point did I want to channel the former owner of this vessel.,32139,s2e1,18,FALSE
Hi,2,1,Impossible Birds,ET,"Hi, all. Real quick... I heard that you think the vibe here on the ship is poisonous. Eh? Care to elaborate? Anyone? Hm? Jim, we'll start with you. Is the vibe here poisonous?",32157,s2e1,33,FALSE
Nope,2,1,Impossible Birds,JI,Nope.,32190,s2e1,1,FALSE
Huh,2,1,Impossible Birds,ET,Huh? You?,32191,s2e1,2,FALSE
me,2,1,Impossible Birds,AR,"Me-Me? Uh, no. No.",32193,s2e1,5,FALSE
Fang,2,1,Impossible Birds,ET,"Fang, you've been here the longest. Poisoned?",32198,s2e1,7,FALSE
No,2,1,Impossible Birds,FR,"No, I'm alright.",32205,s2e1,3,FALSE
I,2,1,Impossible Birds,ET,"I know who we should ask, ol' Blackbeard. Hello, mate. You think the vibe on the ship is poisoned?",32208,s2e1,19,FALSE
Ooh,2,1,Impossible Birds,ET,"Ooh, I don't know, Blackbeard. Maybe a, a little bit toxic sometimes. Maybe it's a bit uncomfortable.",32227,s2e1,17,FALSE
You,2,1,Impossible Birds,ET,You do make the crew a little bit uncomfortable sometimes.,32244,s2e1,10,FALSE
They,2,1,Impossible Birds,ET,"They think you're crazy. Well, I'm not crazy. I don't feel crazy. I feel pretty fucking good actually.",32254,s2e1,18,FALSE
fսcking,2,1,Impossible Birds,IH,fսcking end! The atmosphere on this ship is fսckеd. Everyone knows why.,32272,s2e1,12,FALSE
Well,2,1,Impossible Birds,ET,"Well, I don't. Enlighten me.",32284,s2e1,5,FALSE
Your,2,1,Impossible Birds,IH,Your feelings for Stede fսckin' Bonnet.,32289,s2e1,6,FALSE
Frenchie,2,1,Impossible Birds,ET,Frenchie.,32295,s2e1,1,FALSE
Yes,2,1,Impossible Birds,FR,Yes?,32296,s2e1,1,FALSE
Congratulations,2,1,Impossible Birds,ET,"Congratulations, you are now first mate.",32297,s2e1,6,FALSE
Oh,2,1,Impossible Birds,FR,"Oh. Uh, no. I don't, I don't think I'm qualified.",32303,s2e1,10,FALSE
Course,2,1,Impossible Birds,ET,"Course you are, mate. You can start by cleaning up that mess. And the rest of you, you throw this shit overboard and get suited up. We got a record to break.",32313,s2e1,32,FALSE
Oh,2,1,Impossible Birds,SJ,"Oh, my God.",32345,s2e1,3,FALSE
Your,2,1,Impossible Birds,SW,"Your back is really tight. Like, super tight.",32348,s2e1,8,FALSE
it's,2,1,Impossible Birds,SJ,It's so good. Don't stop.,32356,s2e1,5,FALSE
Okay,2,1,Impossible Birds,SW,Okay.,32361,s2e1,1,FALSE
More,2,1,Impossible Birds,SJ,More.,32362,s2e1,1,FALSE
Maybe,2,1,Impossible Birds,SW,Maybe I'll get started on the hamstrings?,32363,s2e1,7,FALSE
Yes,2,1,Impossible Birds,SJ,Yes. fսck those hammies up.,32370,s2e1,5,FALSE
Okay,2,1,Impossible Birds,SW,Okay.,32375,s2e1,1,FALSE
fսck,2,1,Impossible Birds,SJ,fսck those hammies up. How are you so good at this?,32376,s2e1,11,FALSE
Come,2,1,Impossible Birds,SB,Come on. Olu's meeting us at the docks.,32387,s2e1,8,FALSE
I,2,1,Impossible Birds,BP,I can't believe how well this is going.,32395,s2e1,8,FALSE
Shh,2,1,Impossible Birds,RO,Shh!,32403,s2e1,1,FALSE
Stede,2,1,Impossible Birds,RI,"Stede, what on Earth's takin' so long?",32404,s2e1,7,FALSE
Rick,2,1,Impossible Birds,SB,Rick! You're supposed to be on lookout duty.,32411,s2e1,8,FALSE
Lookout,2,1,Impossible Birds,RI,"Lookout? No, this is where the action is.",32419,s2e1,8,FALSE
What,2,1,Impossible Birds,SB,What are you doing?,32427,s2e1,4,FALSE
Oh,2,1,Impossible Birds,RI,"Oh, I am leaving my calling card. Yes, it is called a Lime Ricky. It's bit of an ornate aperitif, but absolutely undeniable.",32431,s2e1,23,FALSE
You're,2,1,Impossible Birds,SB,You're insane. We've gotta get going.,32454,s2e1,6,FALSE
You,2,1,Impossible Birds,RI,"You see, this is where you went wrong with the whole Gentleman Pirate thing. Details like this are important to build a brand. So when people see this, they know that they have been robbed by the best. You've been Rick'd.",32460,s2e1,41,FALSE
The,2,1,Impossible Birds,SW,The calf muscle is the most mysterious of all the muscles...,32501,s2e1,11,TRUE
Shh,2,1,Impossible Birds,SJ,"Shh, shh! Babe, shut the fսck up. Somebody fսckin' with the bar.",32512,s2e1,12,FALSE
What,2,1,Impossible Birds,SW,What?!,32524,s2e1,1,FALSE
Get,2,1,Impossible Birds,SJ,Get up.,32525,s2e1,2,FALSE
Now,2,1,Impossible Birds,SW,Now?,32527,s2e1,1,FALSE
Get,2,1,Impossible Birds,SJ,Get up! Yes!,32528,s2e1,3,FALSE
I'll,2,1,Impossible Birds,SW,I'll get the knife.,32531,s2e1,4,FALSE
Ah,2,1,Impossible Birds,RI,Ah!,32535,s2e1,1,FALSE
Who,2,1,Impossible Birds,SJ,"Who are you? You?! You robbed me?! Swede, knife.",32536,s2e1,9,FALSE
Wait,2,1,Impossible Birds,RI,"Wait, wait! Do you know who I am? I'm a minor prince!",32545,s2e1,12,FALSE
I,2,1,Impossible Birds,SJ,I guess I'm gon' get a fancy-ass nose for my jar.,32557,s2e1,11,FALSE
Okay,2,1,Impossible Birds,SB,Okay. Where's the getaway dory?,32568,s2e1,5,FALSE
Buttons,2,1,Impossible Birds,OL,Buttons went to get it.,32573,s2e1,5,FALSE
Right,2,1,Impossible Birds,SB,"Right. Uh, why is your face blue?",32578,s2e1,7,FALSE
This,2,1,Impossible Birds,RO,This is what we risked our lives for. Blue dirt!,32585,s2e1,10,FALSE
No,2,1,Impossible Birds,SB,"No, this is indigo. It's the finest dye. It's worth a fortune.",32595,s2e1,12,FALSE
That's,2,1,Impossible Birds,SJ,"That's right. Now give me back my blue shit, Steve.",32607,s2e1,10,TRUE
I,2,1,Impossible Birds,SW,I can't believe you guys robbed Jackie. Wow. So bad.,32617,s2e1,10,FALSE
Jackie,2,1,Impossible Birds,SB,"Jackie, this is not what it looks like. Depending on what you think it looks like.",32627,s2e1,16,FALSE
It,2,1,Impossible Birds,SJ,It looks like more noses for my jar.,32643,s2e1,8,FALSE
No,2,1,Impossible Birds,RO,"No, no, no, no, no, no, no!",32651,s2e1,7,FALSE
Wait,2,1,Impossible Birds,ZH,Wait!,32658,s2e1,1,FALSE
Susan,2,1,Impossible Birds,OL,Susan?,32659,s2e1,1,FALSE
What,2,1,Impossible Birds,SB,What?,32660,s2e1,1,FALSE
I'll,2,1,Impossible Birds,ZH,I'll buy it from you.,32661,s2e1,5,FALSE
Ain't,2,1,Impossible Birds,SJ,Ain't you that soup bitch?,32666,s2e1,5,FALSE
I'm,2,1,Impossible Birds,ZH,I'm the money bitch. That enough?,32671,s2e1,6,FALSE
Nah,2,1,Impossible Birds,SJ,"Nah, soup bitch. It actually is not.",32677,s2e1,7,FALSE
How,2,1,Impossible Birds,ZH,How 'bout double? I want this lot as well.,32684,s2e1,9,FALSE
Ah,2,1,Impossible Birds,BP,Ah.,32693,s2e1,1,FALSE
Alright,2,1,Impossible Birds,SJ,Alright. Sold. Get these assholes up outta here.,32694,s2e1,8,FALSE
Hey,2,1,Impossible Birds,Unknown,Hey!,32702,s2e1,1,FALSE
Yeah,2,1,Impossible Birds,SW,"Yeah, let's get outta...",32703,s2e1,4,FALSE
Nah,2,1,Impossible Birds,SJ,"Nah, nah, nah. Come back here.",32707,s2e1,6,FALSE
Okay,2,1,Impossible Birds,SW,Okay.,32713,s2e1,1,FALSE
Did,2,1,Impossible Birds,SJ,Did you double-cross me?,32714,s2e1,4,FALSE
I,2,1,Impossible Birds,SW,I-I owed a life debt.,32718,s2e1,5,FALSE
Ahh,2,1,Impossible Birds,SJ,"Ahh! It's okay, sexy Dutchman. Double-cross is my jam.",32723,s2e1,9,FALSE
So,2,1,Impossible Birds,SW,So you're not mad?,32732,s2e1,4,FALSE
No,2,1,Impossible Birds,SJ,No. It's kinda hot.,32736,s2e1,4,FALSE
Okay,2,1,Impossible Birds,SW,Okay.,32740,s2e1,1,FALSE
We,2,1,Impossible Birds,SJ,We work it out at the house.,32741,s2e1,7,FALSE
Okay,2,1,Impossible Birds,SW,Okay. Oh!,32748,s2e1,2,FALSE
Let's,2,1,Impossible Birds,SJ,"Let's go, husbands.",32750,s2e1,3,FALSE
can't,2,1,Impossible Birds,SB,"Can't believe you paid that much for some blue dirt, Susan.",32753,s2e1,11,FALSE
Please,2,1,Impossible Birds,ZH,Please. This much indigo is worth three times what I paid. One thing I've learned in my time here... you people know so little.,32764,s2e1,24,FALSE
Who,2,1,Impossible Birds,SB,Who are you? I mean...,32788,s2e1,5,FALSE
Alright,2,1,Impossible Birds,Auntie,"Alright, come on. Let's move. You work for her now. Let's go. Let's go!",32793,s2e1,14,FALSE
Okay,2,1,Impossible Birds,RO,Okay.,32807,s2e1,1,FALSE
Hurry,2,1,Impossible Birds,Auntie,Hurry up.,32808,s2e1,2,FALSE
Stop,2,1,Impossible Birds,JI,Stop crying.,32810,s2e1,2,FALSE
I,2,1,Impossible Birds,FA,I can't stop crying. He shot Izzy.,32812,s2e1,7,FALSE
Wanna,2,1,Impossible Birds,JI,"Wanna hear the story of the wooden boy? So, there once was this boy, and... Wait. Was it a puppet first?",32819,s2e1,21,FALSE
Yeah,2,1,Impossible Birds,JI,"Yeah, it was a puppet first. And they wanted to be real, like a human or whatever, so they wished on a monkey's paw to...",32840,s2e1,25,FALSE
Uh,2,1,Impossible Birds,FA,"Uh, d-do, do the voice.",32865,s2e1,5,FALSE
Man,2,1,Impossible Birds,JI,"Man, oh, man, do I wish I were a real person.",32870,s2e1,11,FALSE
Do,2,1,Impossible Birds,FA,Do some more.,32881,s2e1,3,FALSE
Oh,2,1,Impossible Birds,JI,"Oh, wow! The-The monkey paw, it glows!",32884,s2e1,8,FALSE
That's,2,1,Impossible Birds,FA,That's good.,32892,s2e1,2,FALSE
Right,2,1,Impossible Birds,FR,"Right. Uh...So, what's the plan, Captain? Figured as first mate, I should be doin' somethin'.",32894,s2e1,16,FALSE
You,2,1,Impossible Birds,ET,You know there's a bird that never touches ground? It's born in the air. Never once lands. Spends its entire existence in the sky.,32910,s2e1,24,TRUE
Sounds,2,1,Impossible Birds,FR,"Sounds like something that maybe actually can't exist, Captain.",32934,s2e1,9,TRUE
Never,2,1,Impossible Birds,ET,Never going back to land. Ah. We're gonna sail... rob... raise hell forever... and ever... without end.,32943,s2e1,17,TRUE
Sounds,2,1,Impossible Birds,FR,Sounds like a plan.,32960,s2e1,4,TRUE
Dismissed,2,1,Impossible Birds,ET,Dismissed.,32964,s2e1,1,TRUE
fսck,2,1,Impossible Birds,ET,"fսck you, Stede Bonnet.",32965,s2e1,4,TRUE
Goodnight,2,1,Impossible Birds,SB,"Goodnight, Ed Teach.",32969,s2e1,3,TRUE
We,2,1,Impossible Birds,BU,"We are return, my love. My ocean deep. Never more shall we be parted.",32972,s2e1,14,FALSE
So,2,1,Impossible Birds,RO,"So, are we in soup now or...?",32986,s2e1,7,FALSE
Oh,2,1,Impossible Birds,WJ,"Oh, I'm totally down for that. I love soup.",32993,s2e1,9,FALSE
Same,2,1,Impossible Birds,BP,Same.,33002,s2e1,1,FALSE
So,2,1,Impossible Birds,OL,"So you're not actually a soup seller, are you?",33003,s2e1,9,FALSE
Not,2,1,Impossible Birds,ZH,Not exactly.,33012,s2e1,2,FALSE
So,2,1,Impossible Birds,OL,"So, who are you then?",33014,s2e1,5,FALSE
Avert,2,1,Impossible Birds,Auntie,"Avert your eyes. You are in the presence of Zheng Yi Sao, Pirate Queen!",33019,s2e1,14,FALSE
So,2,1,Impossible Birds,JI,"So then, the monkey's paw started glowing. ""I pray to you, Dark Lord, to make me real flesh. I want to be real flesh!""",33033,s2e1,24,FALSE
And,2,1,Impossible Birds,JI,"And then, the monkey paw goes, ""I will make you...the fleshy boy you desire."" ""Oh, wow! I'm starting to turn into flesh! It feels so soft!""",33057,s2e1,27,FALSE
Look,2,2,Red Flags,SB,Look at that. You wear fine things well.,33084,s2e2,8,FALSE
Mornin,2,2,Red Flags,Auntie,Mornin' time!,33092,s2e2,2,FALSE
Oh,2,2,Red Flags,RO,Oh.,33094,s2e2,1,FALSE
Mornin,2,2,Red Flags,Auntie,Mornin' time!,33095,s2e2,2,FALSE
That,2,2,Red Flags,SB,That is irritating.,33097,s2e2,3,FALSE
Oh,2,2,Red Flags,OL,"Oh, I was out.",33100,s2e2,4,FALSE
Me,2,2,Red Flags,WJ,"Me too. The best night's sleep I've had in ages, if I'm honest.",33104,s2e2,13,FALSE
Aye,2,2,Red Flags,BU,"Aye. The sea is a medicine of the gods, eh?",33117,s2e2,10,FALSE
Good,2,2,Red Flags,ZH,"Good morning, my friends!",33127,s2e2,4,FALSE
Hey,2,2,Red Flags,OL,"Hey, it's Zheng.",33131,s2e2,3,FALSE
Good,2,2,Red Flags,ZH,"Good morning! Did we all have a restful sleep? Oh, excellent. So did I. The sea's restorative, isn't it?",33134,s2e2,19,FALSE
Yes,2,2,Red Flags,BU,"Yes, Queen! I've always said so!",33153,s2e2,6,FALSE
Oh,2,2,Red Flags,ZH,"Oh, that guy knows.",33159,s2e2,4,FALSE
Why,2,2,Red Flags,SB,"Why are some people calling her ""queen""?",33163,s2e2,7,FALSE
Uh,2,2,Red Flags,RO,"Uh, apparently, she conquered some place called China.",33170,s2e2,8,FALSE
China,2,2,Red Flags,SB,China?,33178,s2e2,1,FALSE
China,2,2,Red Flags,RO,China.,33179,s2e2,1,FALSE
Please,2,2,Red Flags,ZH,"Please, welcome your new crewmates aboard the ""Red Flag.""",33180,s2e2,9,FALSE
Lovely,2,2,Red Flags,SB,"Lovely to be here. Thank you. Yeah. Shame about the wake-up. Is that every morning, the bell?",33189,s2e2,17,FALSE
You'll,2,2,Red Flags,ZH,"You'll find that we have a specific way of doing things on this ship. Our way of life focuses on unity, cohesion, mutual support, and balance.",33206,s2e2,26,FALSE
Historically,2,2,Red Flags,ZH,"Historically, men have a harder time fitting in here. But we decided to take a chance on you because...How should I put this? Your energy is...Tender?",33232,s2e2,28,FALSE
Mm,2,2,Red Flags,RO,Mm. We're tender as hell.,33260,s2e2,5,FALSE
Mm,2,2,Red Flags,SB,Mm.,33265,s2e2,1,FALSE
Um,2,2,Red Flags,ZH,"Um, um, I was gonna say, um...",33266,s2e2,7,FALSE
Weak,2,2,Red Flags,Auntie,Weak.,33273,s2e2,1,FALSE
Soft,2,2,Red Flags,ZH,Soft.,33274,s2e2,1,FALSE
Mm,2,2,Red Flags,SB,Mm!,33275,s2e2,1,FALSE
No,2,2,Red Flags,ZH,No offense.,33276,s2e2,2,FALSE
Oh,2,2,Red Flags,SB,"Oh, none taken.",33278,s2e2,3,FALSE
There,2,2,Red Flags,ZH,There is one other man on board.,33281,s2e2,7,FALSE
Rat,2,2,Red Flags,Auntie,Rat Boy! Come!,33288,s2e2,3,FALSE
The,2,2,Red Flags,WJ,The fit on these is lovely.,33291,s2e2,6,FALSE
Mm,2,2,Red Flags,BP,Mm.,33297,s2e2,1,FALSE
What's,2,2,Red Flags,LS,"What's new, Queen?",33298,s2e2,3,FALSE
Oh,2,2,Red Flags,SB,Oh... God.,33301,s2e2,2,FALSE
Oh,2,2,Red Flags,LS,"Oh, my God. Oh, my God! You guys!",33303,s2e2,8,FALSE
Oh,2,2,Red Flags,Auntie,"Oh, my God. Men are so fսcking emotional.",33311,s2e2,8,FALSE
I,2,2,Red Flags,BP,I thought you died!,33319,s2e2,4,FALSE
I,2,2,Red Flags,LS,I know. I think a lot of people did.,33323,s2e2,9,FALSE
And,2,2,Red Flags,BP,"And now you have a, a beard?",33332,s2e2,7,FALSE
Do,2,2,Red Flags,LS,Do ya hate it?,33339,s2e2,4,FALSE
I,2,2,Red Flags,BP,I love it. I love all of it.,33343,s2e2,8,FALSE
Rat,2,2,Red Flags,RO,Rat Boy. What's that about?,33351,s2e2,5,FALSE
Oh,2,2,Red Flags,LS,"Oh, um, I'm trying to think about this, um, I think it's like, um, it's like a lunar calendar thing or s... or some...",33356,s2e2,23,FALSE
What,2,2,Red Flags,SB,"What exactly happened to you, Lucius?",33379,s2e2,6,FALSE
I,2,2,Red Flags,LS,I was...i Fell... off the ship.,33385,s2e2,7,FALSE
That,2,2,Red Flags,BP,"That doesn't sound like you. You have impeccable balance, babe.",33392,s2e2,10,FALSE
Attention,2,2,Red Flags,Auntie,Attention! Right. Armament. Kitchen. Tailors duty.,33402,s2e2,6,FALSE
Yes,2,2,Red Flags,WJ,Yes!,33408,s2e2,1,FALSE
Towels,2,2,Red Flags,Auntie,Towels. You go with Rat Boy.,33409,s2e2,6,FALSE
fսck,2,2,Red Flags,LS,fսck.,33415,s2e2,1,FALSE
Towels,2,2,Red Flags,SB,Towels? Wh-What is this? Are these jobs? What's happening?,33416,s2e2,9,FALSE
Lucius,2,2,Red Flags,SB,Lucius? I'm overqualified for towels.,33425,s2e2,5,FALSE
Sea,2,2,Red Flags,Auntie,Sea witch. I have looked for you far and wide. But then you probably know that.,33430,s2e2,16,FALSE
Best,2,2,Red Flags,BU,"Best not assume we know anythin' at all, Mum.",33446,s2e2,9,FALSE
Be,2,2,Red Flags,Auntie,"Be gone, wise demon. Await for me above.",33455,s2e2,8,FALSE
Aye,2,2,Red Flags,BU,"Aye, aye, Mum.",33463,s2e2,3,FALSE
Captain,2,2,Red Flags,FR,Captain? Captain? Captain... Oh!,33466,s2e2,4,FALSE
Hey,2,2,Red Flags,ET,"Hey, there he is!",33470,s2e2,4,FALSE
